id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kategori_anak,jenis_kelamin,jumlah_anak,satuan,tahun
155,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,ANAK YATIM PIATU,LAKI-LAKI,3,ORANG,2021
156,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,ANAK YATIM PIATU,PEREMPUAN,0,ORANG,2021
157,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,ANAK YATIM,PEREMPUAN,7,ORANG,2021
158,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,ANAK YATIM,LAKI-LAKI,4,ORANG,2021
159,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,ANAK PIATU,LAKI-LAKI,4,ORANG,2021
160,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,ANAK PIATU,PEREMPUAN,1,ORANG,2021
161,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,ANAK YATIM PIATU,LAKI-LAKI,0,ORANG,2021
162,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,ANAK YATIM PIATU,PEREMPUAN,0,ORANG,2021
163,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,ANAK YATIM,PEREMPUAN,3,ORANG,2021
164,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,ANAK YATIM,LAKI-LAKI,2,ORANG,2021
165,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,ANAK PIATU,LAKI-LAKI,3,ORANG,2021
166,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,ANAK PIATU,PEREMPUAN,6,ORANG,2021
167,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,ANAK YATIM PIATU,LAKI-LAKI,0,ORANG,2021
168,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,ANAK YATIM PIATU,PEREMPUAN,1,ORANG,2021
169,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,ANAK YATIM,PEREMPUAN,0,ORANG,2021
170,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,ANAK YATIM,LAKI-LAKI,0,ORANG,2021
171,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,ANAK PIATU,LAKI-LAKI,1,ORANG,2021
172,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,ANAK PIATU,PEREMPUAN,2,ORANG,2021
173,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,ANAK YATIM PIATU,LAKI-LAKI,0,ORANG,2021
174,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,ANAK YATIM PIATU,PEREMPUAN,0,ORANG,2021
175,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,ANAK YATIM,PEREMPUAN,15,ORANG,2021
176,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,ANAK YATIM,LAKI-LAKI,17,ORANG,2021
177,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,ANAK PIATU,LAKI-LAKI,3,ORANG,2021
178,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,ANAK PIATU,PEREMPUAN,6,ORANG,2021
179,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,ANAK YATIM PIATU,LAKI-LAKI,1,ORANG,2021
180,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,ANAK YATIM PIATU,PEREMPUAN,0,ORANG,2021
