id,kode_provinsi,nama_provinsi,lokasi_akses,jumlah_pengguna,satuan,tahun
551,32,JAWA BARAT,KONAN,1,USER,2022
552,32,JAWA BARAT,KOTA KINABALU,1,USER,2022
553,32,JAWA BARAT,KRIMPEN AAN DEN IJSSEL,1,USER,2022
554,32,JAWA BARAT,KUCHING,1,USER,2022
555,32,JAWA BARAT,KULIM,1,USER,2022
556,32,JAWA BARAT,KURASHIKI,1,USER,2022
557,32,JAWA BARAT,KYIV,1,USER,2022
558,32,JAWA BARAT,LAGOS,1,USER,2022
559,32,JAWA BARAT,LAHORE,1,USER,2022
560,32,JAWA BARAT,LAI CHAU,1,USER,2022
561,32,JAWA BARAT,LANGSA,1,USER,2022
562,32,JAWA BARAT,LEGAZPI CITY,1,USER,2022
563,32,JAWA BARAT,LELYSTAD,1,USER,2022
564,32,JAWA BARAT,LIVERPOOL,1,USER,2022
565,32,JAWA BARAT,LOCHEM,1,USER,2022
566,32,JAWA BARAT,LOJA,1,USER,2022
567,32,JAWA BARAT,LONG XUYEN,1,USER,2022
568,32,JAWA BARAT,LOWER HUTT,1,USER,2022
569,32,JAWA BARAT,LUBUK PAKAM,1,USER,2022
570,32,JAWA BARAT,LUCKNOW,1,USER,2022
571,32,JAWA BARAT,LULEA,1,USER,2022
572,32,JAWA BARAT,LULEBURGAZ,1,USER,2022
573,32,JAWA BARAT,LUND,1,USER,2022
574,32,JAWA BARAT,LUZHU DISTRICT,1,USER,2022
575,32,JAWA BARAT,LYON,1,USER,2022
576,32,JAWA BARAT,MADRID,1,USER,2022
577,32,JAWA BARAT,MALABE,1,USER,2022
578,32,JAWA BARAT,MANGALORE,1,USER,2022
579,32,JAWA BARAT,MANGALURU,1,USER,2022
580,32,JAWA BARAT,MANGGAR,1,USER,2022
581,32,JAWA BARAT,MARACAY,1,USER,2022
582,32,JAWA BARAT,MONTREAL,1,USER,2022
583,32,JAWA BARAT,MORELIA,1,USER,2022
584,32,JAWA BARAT,MUARA ENIM,1,USER,2022
585,32,JAWA BARAT,MY THO,1,USER,2022
586,32,JAWA BARAT,NARA,1,USER,2022
587,32,JAWA BARAT,NAVI MUMBAI,1,USER,2022
588,32,JAWA BARAT,NERIMA CITY,1,USER,2022
589,32,JAWA BARAT,NETANYA,1,USER,2022
590,32,JAWA BARAT,NEUCHATEL,1,USER,2022
591,32,JAWA BARAT,NEW DELHI,1,USER,2022
592,32,JAWA BARAT,NITRA,1,USER,2022
593,32,JAWA BARAT,NIZHNY NOVGOROD,1,USER,2022
594,32,JAWA BARAT,NORTH CREEK,1,USER,2022
595,32,JAWA BARAT,NOTTINGHAM,1,USER,2022
596,32,JAWA BARAT,NUR-SULTAN,1,USER,2022
597,32,JAWA BARAT,OAKVILLE,1,USER,2022
598,32,JAWA BARAT,ODESA,1,USER,2022
599,32,JAWA BARAT,OGAKI,1,USER,2022
600,32,JAWA BARAT,OKAZAKI,1,USER,2022
601,32,JAWA BARAT,OLDENBURG,1,USER,2022
602,32,JAWA BARAT,ORLANDO,1,USER,2022
603,32,JAWA BARAT,OSNABRUCK,1,USER,2022
604,32,JAWA BARAT,OTA,1,USER,2022
605,32,JAWA BARAT,PETALING JAYA,1,USER,2022
606,32,JAWA BARAT,PIEDMONT,1,USER,2022
607,32,JAWA BARAT,PINELLAS PARK,1,USER,2022
608,32,JAWA BARAT,PLOVDIV,1,USER,2022
609,32,JAWA BARAT,POCKING,1,USER,2022
610,32,JAWA BARAT,POHANG-SI,1,USER,2022
611,32,JAWA BARAT,PORTOVIEJO,1,USER,2022
612,32,JAWA BARAT,PUCHONG,1,USER,2022
613,32,JAWA BARAT,RACHA THEWA,1,USER,2022
614,32,JAWA BARAT,RAS AL-KHAIMAH,1,USER,2022
615,32,JAWA BARAT,RAWANG,1,USER,2022
616,32,JAWA BARAT,RICHMOND,1,USER,2022
617,32,JAWA BARAT,ROMSEY,1,USER,2022
618,32,JAWA BARAT,ROTTERDAM,1,USER,2022
619,32,JAWA BARAT,RUTHERFORD,1,USER,2022
620,32,JAWA BARAT,SACHEON-SI,1,USER,2022
621,32,JAWA BARAT,SAINT PETERSBURG,1,USER,2022
622,32,JAWA BARAT,SAITAMA,1,USER,2022
623,32,JAWA BARAT,SALE,1,USER,2022
624,32,JAWA BARAT,SAMBAS,1,USER,2022
625,32,JAWA BARAT,SAMPANG,1,USER,2022
626,32,JAWA BARAT,SAN SALVADOR,1,USER,2022
627,32,JAWA BARAT,SANTA CATARINA,1,USER,2022
628,32,JAWA BARAT,SAO JOSE DOS CAMPOS,1,USER,2022
629,32,JAWA BARAT,SAO PAULO,1,USER,2022
630,32,JAWA BARAT,SEGAMAT DISTRICT,1,USER,2022
631,32,JAWA BARAT,SEONGNAM-SI,1,USER,2022
632,32,JAWA BARAT,SEPANG,1,USER,2022
633,32,JAWA BARAT,SHAKOPEE,1,USER,2022
634,32,JAWA BARAT,SHENZHEN,1,USER,2022
635,32,JAWA BARAT,SHIBUYA CITY,1,USER,2022
636,32,JAWA BARAT,SHIRAZ,1,USER,2022
637,32,JAWA BARAT,SIBU,1,USER,2022
638,32,JAWA BARAT,SIDIKALANG,1,USER,2022
639,32,JAWA BARAT,SOUTH KOTABUMI,1,USER,2022
640,32,JAWA BARAT,STOCKHOLM,1,USER,2022
641,32,JAWA BARAT,SUGINAMI CITY,1,USER,2022
642,32,JAWA BARAT,SUITA,1,USER,2022
643,32,JAWA BARAT,SULLANA,1,USER,2022
644,32,JAWA BARAT,SUMBERSUKO,1,USER,2022
645,32,JAWA BARAT,TAKASAKI,1,USER,2022
646,32,JAWA BARAT,TAMBA-SASAYAMA,1,USER,2022
647,32,JAWA BARAT,TAN AN,1,USER,2022
648,32,JAWA BARAT,TEHRAN,1,USER,2022
649,32,JAWA BARAT,TEL AVIV-YAFO,1,USER,2022
650,32,JAWA BARAT,TERAMO,1,USER,2022
651,32,JAWA BARAT,THA MAKA,1,USER,2022
652,32,JAWA BARAT,THIMPHU,1,USER,2022
653,32,JAWA BARAT,TOSHIMA CITY,1,USER,2022
654,32,JAWA BARAT,TOYAMA,1,USER,2022
655,32,JAWA BARAT,TOYOHASHI,1,USER,2022
656,32,JAWA BARAT,TULAROSA,1,USER,2022
657,32,JAWA BARAT,TUNIS,1,USER,2022
658,32,JAWA BARAT,TUSTIN,1,USER,2022
659,32,JAWA BARAT,TUZLA,1,USER,2022
660,32,JAWA BARAT,ULLAL,1,USER,2022
661,32,JAWA BARAT,UMEA,1,USER,2022
662,32,JAWA BARAT,UOZU,1,USER,2022
663,32,JAWA BARAT,UTRECHT,1,USER,2022
664,32,JAWA BARAT,VALENZUELA,1,USER,2022
665,32,JAWA BARAT,VANCOUVER,1,USER,2022
666,32,JAWA BARAT,WARSAW,1,USER,2022
667,32,JAWA BARAT,YEONGCHEON-SI,1,USER,2022
668,32,JAWA BARAT,YEREVAN,1,USER,2022
669,32,JAWA BARAT,YONAGO,1,USER,2022
670,32,JAWA BARAT,YORKTOWN HEIGHTS,1,USER,2022
671,32,JAWA BARAT,ZHONGLI DISTRICT,1,USER,2022
672,32,JAWA BARAT,ZURICH,1,USER,2022
